Type,Gender,Breed1,Color1,Color2,State,Age,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,is_adopted
Cat,Male,Domestic Short Hair,Black,White,Selangor,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,30.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,Gray,White,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Mixed,Persian,Cream,White,Kuala Lumpur,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,150.0,4.0,24.0,0
Cat,Female,Domestic Medium Hair,Gray,NoColor,Kuala Lumpur,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Male,Mixed Breed,Cream,White,Selangor,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,21.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Kuala Lumpur,2.0,2.0,1.0,1.0,1.0,2.0,1.0,12.0,0.0,0.0,6.0,1
Cat,Female,Domestic Medium Hair,White,NoColor,Perak,15.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Medium Hair,Yellow,NoColor,Kuala Lumpur,3.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,White,NoColor,Selangor,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Female,Domestic Long Hair,Black,Gray,Selangor,4.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,200.0,0.0,9.0,1
Dog,Female,Mixed Breed,Black,Gray,Perak,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Male,Labrador Retriever,Cream,NoColor,Selangor,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,50.0,0.0,3.0,0
Dog,Female,Mixed Breed,Black,NoColor,Kuala Lumpur,14.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0
Cat,Female,Domestic Short Hair,Yellow,NoColor,Kuala Lumpur,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Shih Tzu,Brown,Cream,Kuala Lumpur,18.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1
Cat,Female,Manx,Black,Brown,Johor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Selangor,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Mixed Breed,Brown,Cream,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,10.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Female,Siamese,Brown,White,Selangor,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0
Cat,Male,Domestic Medium Hair,Golden,White,Selangor,4.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,9.0,1
Dog,Male,Mixed Breed,Black,NoColor,Kuala Lumpur,15.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Spitz,White,NoColor,Johor,12.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Golden,NoColor,Kuala Lumpur,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Female,Domestic Medium Hair,Yellow,Cream,Kuala Lumpur,12.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0
Cat,Male,Bombay,Black,NoColor,Kuala Lumpur,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Kuala Lumpur,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,80.0,0.0,9.0,1
Cat,Female,Domestic Short Hair,Brown,NoColor,Selangor,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Mixed,Domestic Short Hair,Black,Gray,Selangor,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,7.0,1
Dog,Female,Mixed Breed,Brown,White,Selangor,51.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,80.0,0.0,5.0,0
Cat,Female,Tabby,Black,Brown,Selangor,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0
Dog,Female,Mixed Breed,Brown,Cream,Selangor,7.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Male,Poodle,White,NoColor,Selangor,15.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,500.0,0.0,0.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Dog,Female,Terrier,Brown,Golden,Selangor,12.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Male,Domestic Short Hair,Gray,White,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Mixed,Persian,Black,Brown,Selangor,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,3.0,1
Cat,Female,Maine Coon,Black,Brown,Kuala Lumpur,92.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,50.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Black,Brown,Kuala Lumpur,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1
Cat,Male,Siamese,Yellow,Cream,Selangor,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Female,Domestic Short Hair,White,NoColor,Selangor,60.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Black,Golden,Kuala Lumpur,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,1
Dog,Female,Mixed Breed,Black,White,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,Gray,White,Selangor,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,1
Dog,Mixed,Mixed Breed,Black,Cream,Negeri Sembilan,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,6.0,1
Dog,Female,Terrier,White,NoColor,Selangor,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,50.0,0.0,4.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Male,Poodle,Brown,NoColor,Selangor,30.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,200.0,0.0,5.0,1
Dog,Male,Mixed Breed,Black,Brown,Kuala Lumpur,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Male,Poodle,Brown,NoColor,Perak,96.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Mixed,Domestic Long Hair,Golden,Cream,Selangor,2.0,2.0,3.0,2.0,2.0,2.0,1.0,11.0,30.0,0.0,6.0,0
Cat,Male,Persian,White,NoColor,Kuala Lumpur,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1
Cat,Female,Domestic Medium Hair,Golden,NoColor,Selangor,18.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,100.0,0.0,6.0,1
Cat,Mixed,Domestic Short Hair,Black,Yellow,Selangor,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,Brown,Gray,Selangor,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Pulau Pinang,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,80.0,0.0,1.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Mixed,Domestic Short Hair,Black,Brown,Selangor,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Black,White,Selangor,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,1
Dog,Female,Poodle,Brown,NoColor,Terengganu,84.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Poodle,Cream,NoColor,Selangor,24.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,300.0,0.0,2.0,1
Cat,Female,Domestic Long Hair,Black,Brown,Selangor,7.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Domestic Short Hair,White,NoColor,Kedah,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,0
Cat,Mixed,Domestic Short Hair,Black,Gray,Kuala Lumpur,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,5.0,1
Cat,Male,Domestic Short Hair,Black,Gray,Kuala Lumpur,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,8.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,9.0,0
Cat,Mixed,Domestic Medium Hair,Cream,White,Kuala Lumpur,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,1
Cat,Mixed,Domestic Short Hair,Brown,Cream,Pulau Pinang,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,4.0,1
Dog,Male,Mixed Breed,Black,Brown,Selangor,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Short Hair,Golden,Yellow,Kuala Lumpur,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Female,Domestic Short Hair,Brown,White,Selangor,7.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Cat,Female,Domestic Short Hair,Black,Brown,Selangor,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Male,Domestic Short Hair,Black,White,Kuala Lumpur,9.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,9.0,1
Dog,Female,Husky,Black,Gray,Negeri Sembilan,12.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,350.0,0.0,8.0,1
Dog,Female,Beagle,Golden,Cream,Pulau Pinang,108.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Brown,Kuala Lumpur,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Pulau Pinang,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Beagle,Black,Brown,Kuala Lumpur,36.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,350.0,0.0,1.0,0
Cat,Mixed,Domestic Short Hair,Black,Brown,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,11.0,1
Dog,Female,Beagle,Brown,White,Kuala Lumpur,18.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1
Dog,Female,Mixed Breed,Brown,Cream,Selangor,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0
Dog,Female,Mixed Breed,Black,Brown,Perak,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,0
Cat,Male,Domestic Medium Hair,Black,Gray,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Bengal,Black,Brown,Selangor,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Mixed,Domestic Medium Hair,Black,Yellow,Kedah,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,1
Cat,Female,Domestic Medium Hair,Black,Yellow,Selangor,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Corgi,Black,Brown,Selangor,24.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Brown,Kuala Lumpur,8.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0
Cat,Male,Domestic Medium Hair,Brown,White,Kuala Lumpur,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,8.0,1
Cat,Mixed,Domestic Short Hair,Black,Golden,Selangor,23.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,100.0,0.0,11.0,0
Dog,Female,Rottweiler,Black,NoColor,Selangor,24.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,600.0,0.0,2.0,1
Cat,Female,Domestic Short Hair,Brown,Gray,Selangor,48.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,30.0,0.0,6.0,0
Dog,Female,Mixed Breed,Black,NoColor,Selangor,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Tabby,Black,White,Selangor,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,0.0,1.0,1
Dog,Male,Poodle,Cream,White,Kuala Lumpur,48.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Brown,Golden,Kuala Lumpur,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Black,White,Selangor,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,9.0,1
Dog,Female,Mixed Breed,Black,NoColor,Selangor,24.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,0.0,2.0,0
Dog,Female,Mixed Breed,Cream,Gray,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Black,NoColor,Selangor,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,200.0,0.0,4.0,1
Dog,Male,Shih Tzu,Cream,White,Selangor,48.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,400.0,0.0,2.0,1
Cat,Mixed,Calico,Black,Brown,Kuala Lumpur,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,5.0,0
Cat,Female,Domestic Short Hair,Brown,Golden,Selangor,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Male,Domestic Medium Hair,Brown,Golden,Kuala Lumpur,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Shih Tzu,Brown,Cream,Selangor,60.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,NoColor,Pulau Pinang,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Turkish Angora,Cream,White,Selangor,12.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Brown,White,Pulau Pinang,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Mixed,Oriental Long Hair,Black,Cream,Selangor,24.0,2.0,2.0,2.0,2.0,3.0,1.0,20.0,100.0,0.0,1.0,0
Cat,Mixed,Domestic Short Hair,Gray,White,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Kuala Lumpur,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,11.0,1
Dog,Female,Dalmatian,Black,White,Johor,9.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,8.0,1
Cat,Male,Domestic Short Hair,Golden,White,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,50.0,0.0,4.0,1
Dog,Female,Border Collie,Black,White,Selangor,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,200.0,0.0,1.0,1
Cat,Mixed,Domestic Medium Hair,Brown,Golden,Selangor,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,8.0,0
Dog,Female,Mixed Breed,Black,NoColor,Selangor,15.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Mixed,Mixed Breed,Black,Brown,Selangor,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Bull Terrier,White,NoColor,Kuala Lumpur,84.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Domestic Short Hair,Black,Gray,Selangor,4.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Female,Mixed Breed,Brown,White,Kuala Lumpur,3.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,200.0,0.0,2.0,0
Dog,Male,Mixed Breed,White,NoColor,Selangor,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Australian Kelpie,Cream,NoColor,Pahang,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Brown,Golden,Selangor,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Domestic Short Hair,Cream,NoColor,Selangor,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Tabby,Brown,Golden,Selangor,29.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Mixed,Domestic Medium Hair,Black,White,Pulau Pinang,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,50.0,0.0,5.0,1
Cat,Male,Domestic Short Hair,Brown,Golden,Kuala Lumpur,8.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Female,Domestic Short Hair,Black,Gray,Selangor,12.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Female,Domestic Short Hair,Black,White,Selangor,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Male,Mixed Breed,Brown,White,Selangor,7.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Female,Tortoiseshell,Black,Gray,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Black,Brown,Pulau Pinang,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Male,Poodle,White,NoColor,Kuala Lumpur,24.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Mixed,Oriental Short Hair,Black,Golden,Kuala Lumpur,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1
Cat,Female,Domestic Short Hair,Black,Cream,Selangor,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Mixed,Mixed Breed,Brown,Cream,Selangor,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,200.0,0.0,2.0,0
Dog,Male,Mixed Breed,Black,NoColor,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Labrador Retriever,Black,NoColor,Pulau Pinang,4.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,5.0,1
Dog,Male,Mixed Breed,Black,NoColor,Kuala Lumpur,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,NoColor,Selangor,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Male,Mixed Breed,Black,Gray,Selangor,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Persian,Yellow,NoColor,Selangor,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Mixed,Domestic Short Hair,Black,Gray,Kuala Lumpur,6.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,5.0,0
Cat,Mixed,Domestic Short Hair,Black,Cream,Selangor,12.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,4.0,0
Cat,Male,Domestic Short Hair,Black,White,Selangor,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1
Dog,Female,Doberman Pinscher,Black,Brown,Selangor,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Mixed,Domestic Short Hair,Black,Gray,Selangor,1.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Male,Rottweiler,Black,NoColor,Selangor,17.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1
Dog,Female,Mixed Breed,Black,Brown,Kuala Lumpur,13.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Mixed Breed,Brown,White,Selangor,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Black,NoColor,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Mixed Breed,White,NoColor,Selangor,6.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,0
Cat,Female,Domestic Medium Hair,Golden,NoColor,Selangor,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Domestic Short Hair,Yellow,White,Selangor,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Dog,Female,Mixed Breed,Black,White,Selangor,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Female,Domestic Short Hair,Black,Yellow,Kuala Lumpur,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,50.0,0.0,4.0,1
Cat,Female,Tabby,Brown,NoColor,Sabah,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Black,NoColor,Kuala Lumpur,12.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Male,Persian,Gray,NoColor,Pulau Pinang,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,700.0,0.0,6.0,1
Cat,Female,Domestic Short Hair,Brown,Gray,Selangor,12.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,5.0,0
Dog,Mixed,Mixed Breed,Brown,Golden,Perak,1.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,0.0,0.0,2.0,1
Cat,Female,Domestic Short Hair,Brown,White,Selangor,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,1
Dog,Male,Miniature Pinscher,Black,Brown,Kuala Lumpur,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Cat,Female,Domestic Short Hair,Brown,Cream,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,20.0,0.0,4.0,1
Cat,Male,Domestic Long Hair,Yellow,White,Selangor,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,100.0,0.0,4.0,0
Cat,Female,Domestic Short Hair,Black,Yellow,Selangor,24.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,50.0,0.0,1.0,0
Dog,Male,Mixed Breed,Black,Brown,Kuala Lumpur,24.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Maine Coon,Black,White,Selangor,7.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,70.0,0.0,5.0,1
Cat,Male,Domestic Medium Hair,Black,White,Negeri Sembilan,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Dog,Male,Mixed Breed,Black,Brown,Selangor,4.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Long Hair,Black,NoColor,Kuala Lumpur,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Perak,2.0,1.0,2.0,2.0,2.0,2.0,1.0,9.0,0.0,0.0,6.0,0
Dog,Mixed,Mixed Breed,Black,Brown,Kuala Lumpur,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,5.0,1
Dog,Male,Mixed Breed,Cream,NoColor,Selangor,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1
